           1,      588975,    0.037199,    0.660252,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
           2,      588977,    0.037199,    0.660252,   -1.200187,   -0.028858,    0.618814,   -1.183148,    0.048129,    0.690008,   -1.254787,   -0.050430,    0.661355,   -1.243304
           3,      588979,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048129,    0.690008,   -1.254816,   -0.050430,    0.661355,   -1.243334
           4,      588981,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254816,   -0.050430,    0.661355,   -1.243274
           5,      588983,    0.037199,    0.660252,   -1.200187,   -0.028858,    0.618846,   -1.183148,    0.048225,    0.690041,   -1.254787,   -0.050430,    0.661355,   -1.243304
           6,      588985,    0.037103,    0.660284,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048225,    0.690008,   -1.254816,   -0.050430,    0.661355,   -1.243304
           7,      588987,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048225,    0.690041,   -1.254787,   -0.050525,    0.661355,   -1.243304
           8,      588989,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254816,   -0.050525,    0.661355,   -1.243304
           9,      588991,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048129,    0.690008,   -1.254816,   -0.050430,    0.661355,   -1.243304
          10,      588993,    0.037103,    0.660252,   -1.200157,   -0.028954,    0.618814,   -1.183148,    0.048225,    0.690008,   -1.254816,   -0.050430,    0.661355,   -1.243304
          11,      588995,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050430,    0.661388,   -1.243304
          12,      588997,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          13,      588999,    0.037103,    0.660252,   -1.200187,   -0.028858,    0.618846,   -1.183148,    0.048225,    0.690041,   -1.254787,   -0.050430,    0.661355,   -1.243304
          14,      589001,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050430,    0.661355,   -1.243304
          15,      589003,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050430,    0.661355,   -1.243304
          16,      589005,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048129,    0.690008,   -1.254787,   -0.050430,    0.661355,   -1.243274
          17,      589007,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048129,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          18,      589009,    0.037103,    0.660252,   -1.200216,   -0.028954,    0.618846,   -1.183148,    0.048129,    0.690041,   -1.254787,   -0.050525,    0.661355,   -1.243304
          19,      589011,    0.037103,    0.660252,   -1.200187,   -0.028858,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          20,      589013,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048129,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          21,      589015,    0.037007,    0.660252,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          22,      589017,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254816,   -0.050525,    0.661355,   -1.243304
          23,      589019,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254816,   -0.050525,    0.661355,   -1.243304
          24,      589021,    0.037103,    0.660219,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048129,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          25,      589023,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048225,    0.689976,   -1.254787,   -0.050525,    0.661323,   -1.243304
          26,      589025,    0.037103,    0.660219,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048129,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          27,      589027,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048129,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          28,      589029,    0.037103,    0.660219,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048225,    0.690008,   -1.254816,   -0.050525,    0.661355,   -1.243304
          29,      589031,    0.037103,    0.660219,   -1.200187,   -0.029050,    0.618814,   -1.183148,    0.048225,    0.690008,   -1.254816,   -0.050430,    0.661355,   -1.243304
          30,      589033,    0.037103,    0.660219,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048225,    0.690008,   -1.254816,   -0.050525,    0.661355,   -1.243304
          31,      589035,    0.037007,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          32,      589037,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618814,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          33,      589039,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050430,    0.661355,   -1.243304
          34,      589041,    0.037103,    0.660252,   -1.200187,   -0.029050,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          35,      589043,    0.037103,    0.660252,   -1.200187,   -0.028858,    0.618846,   -1.183148,    0.048225,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
          36,      589045,    0.037103,    0.660252,   -1.200187,   -0.028954,    0.618846,   -1.183148,    0.048129,    0.690008,   -1.254787,   -0.050525,    0.661355,   -1.243304
