0,0,0,0,0,0,0,0,0,0,0,0
-0.04321,0.76274,1.3914,-0.04321,0.76274,1.3914,-0.04321,0.62867,1.3914,-0.04321,0.62867,1.3914
-0.045623,0.76697,1.3903,-0.045623,0.76697,1.3903,-0.071581,0.65301,1.4092,-0.045623,0.62332,1.3903
-0.047773,0.77112,1.3892,-0.047773,0.77112,1.3892,-0.099849,0.67595,1.4236,-0.047773,0.61804,1.3892
-0.049669,0.77519,1.388,-0.049669,0.77519,1.388,-0.12784,0.69726,1.4346,-0.049669,0.61282,1.388
-0.051317,0.77919,1.3868,-0.051317,0.77919,1.3868,-0.15538,0.71671,1.4419,-0.051317,0.60765,1.3868
-0.052725,0.78313,1.3857,-0.052725,0.78313,1.3857,-0.18227,0.73411,1.4457,-0.052725,0.60252,1.3857
-0.053898,0.78703,1.3845,-0.053898,0.78703,1.3845,-0.20834,0.74931,1.4458,-0.053898,0.59744,1.3845
-0.054842,0.79088,1.3833,-0.054842,0.79088,1.3833,-0.23339,0.76216,1.4423,-0.054842,0.59239,1.3833
-0.055564,0.79469,1.3821,-0.055564,0.79469,1.3821,-0.25725,0.77258,1.4353,-0.055564,0.58737,1.3821
-0.056067,0.79848,1.3808,-0.056067,0.79848,1.3808,-0.27976,0.78051,1.4251,-0.056067,0.58236,1.3808
-0.056357,0.80225,1.3796,-0.056357,0.80225,1.3796,-0.30077,0.78594,1.4117,-0.056357,0.57738,1.3796
-0.056437,0.806,1.3784,-0.056437,0.806,1.3784,-0.32017,0.78891,1.3955,-0.056437,0.5724,1.3784
-0.05631,0.80973,1.3771,-0.05631,0.80973,1.3771,-0.33784,0.78947,1.3768,-0.05631,0.56742,1.3771
-0.055981,0.81345,1.3759,-0.055981,0.81345,1.3759,-0.35371,0.78774,1.3558,-0.055981,0.56244,1.3759
-0.055452,0.81717,1.3746,-0.055452,0.81717,1.3746,-0.36772,0.78386,1.333,-0.055452,0.55745,1.3746
-0.054726,0.82088,1.3733,-0.054726,0.82088,1.3733,-0.37985,0.77798,1.3086,-0.054726,0.55244,1.3733
-0.053803,0.8246,1.372,-0.053803,0.8246,1.372,-0.39006,0.77029,1.2832,-0.053803,0.54742,1.372
-0.052688,0.82831,1.3707,-0.052688,0.82831,1.3707,-0.39838,0.76101,1.257,-0.052688,0.54237,1.3707
-0.05138,0.83202,1.3693,-0.05138,0.83202,1.3693,-0.40481,0.75035,1.2305,-0.05138,0.53729,1.3693
-0.04988,0.83573,1.3679,-0.04988,0.83573,1.3679,-0.4094,0.73855,1.2042,-0.04988,0.53217,1.3679
-0.04819,0.83945,1.3665,-0.04819,0.83945,1.3665,-0.41218,0.72586,1.1784,-0.04819,0.52701,1.3665
-0.04631,0.84317,1.365,-0.04631,0.84317,1.365,-0.4132,0.71252,1.1537,-0.04631,0.52181,1.365
-0.044241,0.84689,1.3634,-0.044241,0.84689,1.3634,-0.41252,0.69877,1.1305,-0.044241,0.51656,1.3634
-0.041981,0.85061,1.3619,-0.041981,0.85061,1.3619,-0.4102,0.68487,1.1092,-0.041981,0.51125,1.3619
-0.03953,0.85433,1.3602,-0.03953,0.85433,1.3602,-0.40629,0.67104,1.0902,-0.03953,0.50588,1.3602
-0.036889,0.85805,1.3585,-0.036889,0.85805,1.3585,-0.40406,0.66973,1.0957,-0.036889,0.50046,1.3585
-0.036889,0.85805,1.3585,-0.036889,0.85805,1.3585,-0.40406,0.66973,1.0957,-0.036889,0.50046,1.3585
-0.034115,0.86178,1.3567,-0.058493,0.8412,1.3892,-0.4017,0.6684,1.1012,-0.034115,0.49491,1.3567
-0.031269,0.86556,1.3548,-0.080159,0.82137,1.4151,-0.39929,0.66698,1.1068,-0.031269,0.48921,1.3548
